709870134;Xiomara;ObregÃ³n;OrdoÃ±ez;F;S;27/07/1981
502430130;Jaime;Mata;LÃ­;F;C;19/08/1975
400140162;Katerina;VizcaÃ­no;BolaÃ±os;M;U;10/12/1970
201280578;Brenda;Ruiz;HernÃ¡ndez;M;V;22/06/2013
605220402;Hugo;Reyes;Pacheco;M;S;08/01/1960
607440597;JosÃ©;JimÃ©nez;Cambronero;F;V;02/07/2007
501750010;Katherine;Ugalde;Echandi;M;S;11/06/1965
400540567;RenÃ©;Araya;Salas;F;V;23/03/1964
505660623;Jessica;Wells;Zumbado;M;V;31/11/1983
206790111;Alejandro;Talavera;Mora;M;S;16/12/1969
607130586;JesÃºs;Lagos;Elizondo;M;D;31/07/1966
107010230;Gerardo;JuÃ¡rez;Mora;F;S;24/02/1983
603900050;Hugo;Hidalgo;Ruiz;F;U;18/06/1999
400960527;Ana;Peraza;Molina;M;C;25/02/1960
509010696;Hilda;JimÃ©nez;Cabalceta;F;D;22/01/1971
605970514;Federico;Rueda;Alvarado;M;V;14/08/1992
207920573;Santiago;LÃ³pez;LeitÃ³n;F;C;17/10/1973
106650878;Kenneth;Aguilera;Fuentes;F;S;06/04/2008
205410875;Lady;Conejo;EstupiÃ±an;F;D;23/03/1977
506070986;David;Infante;Aguilar;F;S;07/06/1969
702460994;Diana;Almengor;Angulo;M;U;25/08/1968
300240249;Giovanna;Bonilla;White;F;C;11/09/1963
200300563;Eilin;LÃ³pez;Redondo;M;D;06/03/1965
106960639;ZacarÃ­as;Mata;Valdez;F;C;21/11/1978
206780810;Sabrina;Monestel;Vega;F;V;12/03/1986
708990979;JÃºan;Roldan;Aguero;M;C;09/09/2006
406640946;Boris;Tenorio;Naranjo;F;V;21/01/1991
300900622;Yenori;Villalobos;ChavarrÃ­a;F;D;04/01/1964
606420283;Alvaro;Alvarado;SÃ¡enz;F;S;05/06/1983
405280632;Valery;EstupiÃ±an;DÃ­az;F;V;15/12/1972
100740936;Fabricio;GonzÃ¡lez;Sequeira;M;U;21/05/1995
508030305;Ileana;Palacios;Fournier;F;S;31/03/2005
500230359;Daniel;Carranza;Molina;F;C;18/05/2005
503990961;Kendall;Urbina;Blanco;M;C;21/01/1966
405330095;Carmen;Bermudez;Cernas;M;C;19/03/1996
305360489;Pablo;Valdez;EstupiÃ±an;M;U;05/02/2012
500470252;Debora;Aguilar;Ward;M;V;28/04/1996
609870656;Alicia;Wright;IbanÃ©z;M;V;28/05/1971
601140447;Esteban;Hurtado;Castro;F;C;12/12/1970
308720399;Leopoldo;Flores;Blanco;F;V;09/11/2004
501360365;Yirlania;Duarte;LeitÃ³n;M;V;17/03/1963
209980733;Astrid;Soto;ChÃ¡ves;M;D;31/06/1980
204610831;Giovanna;Manzanares;Ugarte;M;C;21/10/2011
203840161;Danilo;Fonseca;Williams;M;S;24/03/2007
300180467;Miguel;Conejo;Lagos;M;U;18/01/1986
404740570;FÃ©lix;Lara;Artiaga;M;U;03/02/1977
609570410;Gabriela;DÃ­az;Fuentes;M;C;18/03/1991
500020064;Sonia;De la O;Walters;M;D;22/11/1983
709080221;Vilma;Molinares;Wade;F;S;22/10/2012
301440523;Xavier;Carranza;Vega;F;D;14/09/1961
304790749;Zeidy;Ocampo;Cruz;M;S;26/02/2005
605980198;Jairo;Iglesias;Warren;F;C;12/09/1963
401380644;Jairo;ChavarrÃ­a;Rivera;F;C;18/02/1975
308110535;Arelys;Reyes;Tenorio;F;V;22/02/1997
602820095;Josue;Picado;Talavera;M;C;24/01/1993
109670198;Paola;Ibarra;Perez;F;U;09/04/1987
707600980;Merlina;Cabalceta;Varela;F;D;22/07/2004
304390132;SebastÃ­an;Caballero;Wells;F;V;21/09/1962
209150589;Fran;Alvarado;CÃ³rdoba;F;V;25/04/1974
103240838;Karla;Brenes;Rueda;M;U;11/11/1996
600520081;Ricardo;Murillo;Picado;F;U;05/03/2002
608220994;Vernon;Hurtado;Rivera;M;D;15/08/2007
103450483;Yolanda;Walker;Fuentes;M;D;21/08/1984
203310720;Catalina;Apuy;Williams;F;V;08/08/1980
102090802;Lorena;Rodriguez;Apuy;F;D;15/04/2008
305020132;Karla;Quiroga;Zumbado;F;V;18/09/1968
307060860;Ximena;Ulloa;LÃ³pez;M;V;30/06/2001
506290899;Cecilia;Molinares;Reyes;M;S;13/08/2000
309330493;William;Picado;Wells;M;S;13/09/1997
508210832;Olga;JuÃ¡rez;Echandi;F;U;17/01/1962
401120729;Kevin;Fournier;Zarate;M;C;07/04/2008
500220746;JosÃ©;Perez;Carranza;F;U;31/12/2002
606300015;Kendall;Flores;Ulloa;M;D;08/12/1979
304720577;Aurora;Wade;Flores;M;V;08/11/2004
108770739;Marianela;Ruiz;Varela;F;U;21/11/1987
407630618;SebastÃ­an;Caballero;Solano;F;C;24/06/2000
506150463;Gilberto;Quiroga;Hurtado;F;C;02/09/2007
105500990;Arturo;SanabrÃ­a;Bonilla;F;C;18/08/1994
607260800;Julio;Brenes;Quintana;M;S;13/01/1974
108020348;Nidia;Ochoa;Monge;M;V;17/08/1990
105060431;Arelys;Trujillo;Monge;F;V;13/03/1986
506940915;Sandro;White;Ugarte;M;C;14/05/1983
401180549;Clemencia;UreÃ±a;Molina;F;U;07/02/2009
500890253;Jesenia;Barrantes;Ruiz;F;V;15/10/1968
706210294;Patricia;Salas;LeitÃ³n;F;C;23/06/1975
604430569;Yuri;Sequeira;EstupiÃ±an;F;V;23/12/1981
507280168;Bernarda;Blandon;Zumbado;F;C;13/12/2016
707510935;Tonny;Lagos;Cascante;F;D;23/11/2011
108540876;Jorge;Ocampo;Iglesias;M;U;29/04/1970
204310679;Priscila;Infante;Pacheco;M;C;06/05/2018
200310610;Arturo;SÃ¡enz;Ruiz;F;D;02/06/1961
305470626;Luis;Ugarte;Paniagua;F;U;05/02/1998
102500948;Uriel;Matamoros;Parra;F;C;23/04/1997
203480114;Dunia;VizcaÃ­no;ObregÃ³n;M;S;10/06/1989
508840475;Jorge;Wells;JimÃ©nez;F;C;03/06/1985
705580505;Kevin;Ruiz;GonzÃ¡lez;M;V;15/07/1974
700480244;William;Cruz;Pizarro;M;V;21/07/2006
706060902;Ever;Blanco;Rivera;M;U;13/02/1960
306300669;Valeska;Vallejo;RamÃ­rez;F;D;08/11/1967
104610231;Kendall;Barahona;Pomares;M;S;20/11/1985
106370570;Uriel;Esquivel;Ugarte;M;V;10/12/1992
300780070;Luis;Rivera;Zarate;F;C;30/11/1999
607550346;Elizabeth;Reyes;GonzÃ¡lez;M;U;15/06/1970
307870404;Francini;Barboza;LÃ­;M;D;07/01/1998
606600390;Jessica;Bermudez;Peraza;F;U;27/10/2001
401940202;Uriel;Ibarra;Bermudez;F;U;05/05/1983
204500447;Ãšrsula;Wright;Ochoa;M;V;21/10/1967
102620641;Carmen;Monestel;AcÃ³n;F;C;12/06/1961
206190864;Isidro;ChavarrÃ­a;Parra;F;V;08/12/1970
407110392;Olivier;Padilla;Monge;F;U;06/05/1976
309770373;Beatriz;GambÃ³a;Quiroga;F;D;25/09/1974
408720635;Astrid;Ballesteros;HernÃ¡ndez;F;V;23/04/1970
200630262;Andrey;JimÃ©nez;Quesada;F;C;30/04/1997
606000308;Priscila;HernÃ¡ndez;IbanÃ©z;F;C;17/07/1972
206810643;Orlando;Wright;Monge;F;V;19/06/1975
203570491;Alexander;Acevedo;Brenes;M;C;29/05/1987
105040266;Cesar;Esquivel;SanabrÃ­a;F;S;17/05/1964
106870269;Ximena;Urbina;MarÃ­n;F;U;08/09/1995
307360761;Nidia;Arias;Varela;M;U;02/09/1997
502930700;Simey;Blandon;Alfaro;M;D;08/02/2013
707290337;Edu;ChÃ¡ves;CÃ³rdoba;M;C;15/04/1973
309170314;Paola;Infante;Cernas;M;C;24/06/1998
301490795;Olger;Salas;Nicolas;F;C;14/05/1975
501120327;Wenceslao;Cruz;Ulloa;M;S;22/06/2004
308390330;Jael;DurÃ¡n;Alfaro;F;D;09/11/2014
104470950;Yirlania;Ugalde;JÃ¡camo;M;C;02/09/1978
104660878;Eneida;Mena;Gaitan;M;U;26/12/1978
708150081;Huberth;AragÃ³n;ChÃ¡ves;M;S;18/11/1982
706750060;Kenyi;Soto;Iglesias;F;S;01/06/1979
705620687;Ariana;Walker;GambÃ³a;M;D;23/08/2014
505180552;Kendry;Lamas;Lamas;F;V;05/02/1974
308080854;IsaÃ­as;Zumbado;Mendez;F;U;28/11/1993
103910815;Hugo;Paniagua;Artiaga;M;V;26/05/1968
301120646;Emilio;Domingues;Angulo;F;U;17/01/2017
101420791;Miguel;Ugarte;Iglesias;F;U;11/09/1998
604350619;Zoe;Palacios;Labrador;M;V;11/07/1997
601100192;Yirlania;Wade;Zamora;M;C;03/12/2008
600600385;Vilma;Quintana;Fournier;F;S;12/09/2007
102170002;Simey;Bermudez;Vargas;F;V;14/09/2015
104540573;Rosa;Ojeda;Zamora;M;V;26/12/2003
407260826;German;Noguera;Solano;F;U;17/06/2011
706570161;Arelys;Rodriguez;Villegas;F;S;07/10/2017
500980380;HernÃ¡n;ObregÃ³n;Hurtado;M;S;17/10/2012
302110823;Morticia;Almengor;HernÃ¡ndez;F;S;22/02/1966
508570233;Wenceslao;Monge;Quesada;M;U;16/03/1986
406430543;Samuel;BolaÃ±os;Rueda;M;V;19/06/2014
202020271;Leopoldo;Torres;Ojeda;F;U;28/12/1976
708480061;Silvio;Cubillo;Rodriguez;F;V;16/06/1973
705540948;Eneida;Mendoza;Quiroga;M;D;09/10/1964
609990772;Carlos;Fonseca;Ruiz;F;C;30/10/1978
700270015;RenÃ©;Echandi;Galan;M;D;15/10/1961
400390733;Hellen;BolaÃ±os;Cabalceta;F;D;08/05/1998
606190704;Grisel;JaÃ©n;Sancho;M;D;29/01/2005
604130206;Zoraida;Noguera;GambÃ³a;F;U;05/08/1993
101360407;Wenceslao;Ballesteros;Hidalgo;M;V;18/06/2012
705460145;Valeria;ChÃ¡ves;Padilla;M;V;30/09/2002
204480388;Graciela;CÃ©spedes;Matamoros;F;C;28/07/1962
409800140;Arturo;Cascante;Tenorio;F;C;06/10/2004
606060643;TeodÃ³ro;Roldan;Walker;M;C;08/11/1995
601740178;Esgardo;Sanchez;Sanchez;M;U;14/03/1963
600700708;Hellen;Tijerino;Sancho;M;V;25/06/1969
101010338;Aurora;Villanueva;Matarrita;M;C;16/04/1973
609510401;Kevin;SanabrÃ­a;Palacios;F;U;10/09/2017
702470164;Isidro;Rodriguez;Izaguirre;F;S;29/05/2012
704150311;Giovanna;Madrigal;Aguero;M;U;15/12/1990
507380562;Yenori;Mendoza;Ugarte;F;C;26/04/1997
104620804;Susana;Alfaro;Bermudez;F;U;29/11/1984
103450879;German;Ugarte;AcÃ³n;M;S;17/12/2012
500750748;Eilin;Aguirre;Abarca;F;V;24/10/1983
404760438;Norman;Zamora;Aguilar;M;S;15/03/2007
600480375;Braulio;JimÃ©nez;De la O;F;V;18/03/1981
700330713;Ivania;Cubillo;Lamas;F;D;16/09/2018
107170712;Paula;Flores;Fuentes;F;C;19/07/1982
402740639;Karla;Aguilar;LeitÃ³n;F;V;08/07/2014
509020235;RaÃºl;Flores;Paniagua;M;V;11/03/2003
103430309;Francisco;Aguilera;Aguilera;F;U;02/06/1995
504020948;ZacarÃ­as;VizcaÃ­no;Vargas;F;U;07/08/1983
602650098;Daniel;Carranza;Ochoa;M;D;22/08/2014
304820860;Yenori;Ruiz;Pizarro;M;U;11/03/1976
602030139;Esgardo;Matarrita;DurÃ¡n;F;S;08/01/1961
200070103;Rebeca;Mendez;Sequeira;M;S;12/10/1975
607620050;Mauricio;Villalobos;Tenorio;M;U;11/04/1998
507950183;Xiomara;Warren;Quesada;F;V;09/07/2016
403740203;Fabricio;White;Acevedo;M;V;26/10/2011
105010986;Saul;Ojeda;Noguera;F;S;10/10/1990
709610114;Grisel;Barboza;Murillo;M;D;18/06/2004
304380604;Uriel;Esquivel;Artiaga;M;U;28/01/1974
504020835;VerÃ³nica;Campos;Wheeler;F;S;03/12/1979
200670840;Andrey;Noguera;MarÃ­n;M;C;01/08/2003
305210563;Susana;Alvares;ObregÃ³n;M;C;27/11/1967
200770043;Hector;Angulo;Duarte;M;V;07/01/2010
507230171;Sandra;DurÃ¡n;IbanÃ©z;M;V;08/04/1970
208180577;Paula;Sanchez;Varela;F;C;30/05/1967
404540248;Fabiola;Ochoa;Jerez;M;S;03/04/1996
200410561;Teresa;Vindas;Sibaja;F;U;05/09/2010
707130384;Leticia;Flores;Jerez;F;D;23/04/2012
606160163;Andrea;Villagra;AragÃ³n;F;U;03/04/2008
400940558;Jairo;Wade;Villegas;M;D;30/11/1992
606330956;Ivania;Trujillo;Palma;M;C;22/04/2011
600390782;Andrey;Castro;Escalante;M;S;30/09/1986
609710771;Ulises;Matamoros;Mendoza;M;D;08/05/1987
208300711;Nuria;Vega;Pomares;F;D;25/11/1975
308030922;Wendy;ObregÃ³n;JÃ¡camo;M;C;10/01/1999
607870460;Yirlania;Parra;Warren;M;D;15/01/2002
306550150;Esgardo;Hidalgo;Paniagua;M;D;26/02/1966
106900404;Julio;Ochoa;Hidalgo;F;V;21/09/1988
509680534;Arturo;Mendez;Perez;M;C;07/07/2000
301120287;Victor;Palacios;SanabrÃ­a;M;D;08/02/1962
405290410;Eneida;Manzanares;Brenes;M;D;10/07/2008
206010755;Kenneth;Matarrita;Talavera;M;U;01/01/2011
606600267;Omar;Noguera;Murillo;M;V;22/10/1984
107800301;Braylin;Duarte;Molinares;M;S;11/07/1990
603810216;Joel;Cruz;Sequeira;F;S;10/03/1960
100660033;Ernesto;Warren;Rivera;F;S;03/02/2015
409320487;Amanda;Warren;RamÃ­rez;F;U;30/09/2004
705030677;Amanda;Galan;Talavera;M;U;25/12/1972
402190686;Esteban;LÃ­;Quintero;F;V;25/11/2017
407890520;Silvio;Lamas;Wells;F;V;29/04/1991
101950286;Humberto;LeitÃ³n;Sancho;F;V;08/09/1993
508210797;Tania;Picado;Aguilar;F;V;05/01/1963
109150721;Victoria;Molinares;SÃ¡enz;F;S;10/04/1995
302190982;Kendrick;Pizarro;Parra;F;C;28/04/1981
501830018;Bernarda;Huertas;Jerez;M;V;10/11/1986
101170563;Paula;Varela;Trujillo;F;U;13/03/1983
503290936;Dayana;Cascante;Madrigal;F;V;09/01/1976
208760245;Olga;Palacios;Cernas;M;C;08/01/2008
206180005;David;Apuy;Walker;F;S;19/03/1975
203910372;Katia;Barrantes;VizcaÃ­no;M;D;10/02/2013
104150756;Kenyi;Williams;Rodriguez;M;D;16/02/1987
105910217;Sabrina;Lamas;Cascante;F;V;30/12/1960
505600314;Tatiana;Noguera;Warren;M;D;30/01/1984
108170843;Dunia;Lamas;Rueda;F;C;29/03/2013
607700428;Aurora;Valencia;Flores;F;S;01/11/1969
506650144;Jael;GonzÃ¡lez;Ward;F;C;16/06/1962
709740296;Ariana;Herrera;Talavera;F;U;19/06/1962
505360241;Nora;Brenes;Ochoa;M;U;31/01/2017
400040387;Keylor;Mendoza;JÃ¡camo;F;D;19/01/1962
700090702;LucÃ­a;JaÃ©n;Villalobos;F;C;18/12/2001
707940060;Eneida;GonzÃ¡lez;Artiaga;M;C;16/02/1995
608740473;Roberto;Cascante;Izaguirre;F;V;31/07/1968
305040465;VerÃ³nica;Monge;Tenorio;M;S;26/05/2014
508190323;Zeidy;Paniagua;Hidalgo;F;V;03/07/1979
205830041;Fabiola;Blandon;Villalobos;F;V;26/10/2011
605470858;Samiel;SaborÃ­o;Vega;M;C;04/04/1989
207290941;Zaida;Aguirre;Alfaro;M;U;14/09/1971
203840646;Bruno;Bermudez;Roldan;M;S;26/06/1999
207810947;Ivania;Ballesteros;De la O;F;D;10/10/1990
608730586;David;Cordero;DÃ­az;F;C;10/03/2015
208580420;Katia;Blanco;Galan;M;D;10/05/1974
608410672;Kenyi;EstupiÃ±an;Domingues;F;V;19/06/1966
404570239;Zulema;Sequeira;Mora;M;S;13/03/1960
307750244;Rigoberto;Wright;Hidalgo;M;C;12/10/2007
103150487;Rigoberto;Brenes;Paniagua;F;D;14/06/1972
407040652;Yvone;Manzanares;Cernas;F;V;26/10/1964
202010825;Sandro;Mendoza;LÃ³pez;M;S;05/04/2001
306980073;Katherine;Artiaga;Barahona;M;D;09/11/2000
703980231;SofÃ­a;Aguirre;Fajardo;M;V;06/03/1990
304440955;William;Palacios;Huertas;M;U;16/03/1969
502000728;Andrea;Brenes;Sanchez;M;C;07/05/2003
108370297;Armando;QuirÃ³s;Cernas;F;V;10/03/1985
300710136;Jacinto;DurÃ¡n;Monestel;M;V;14/06/1962
303190492;Julio;Vindas;Cambronero;M;C;26/08/1998
107600435;Mauren;Zarate;Roldan;M;V;27/10/1963
505640446;Arturo;White;OrdoÃ±ez;F;V;12/08/1972
208850732;Zoraida;Monestel;ObregÃ³n;F;D;16/01/1963
205520038;Miguel;QuirÃ³s;Acevedo;F;S;16/05/1983
502120820;Fernando;Watson;SanabrÃ­a;M;D;10/10/1970
206480017;Yvone;Bonilla;Ocampo;F;C;11/09/1965
504440502;Bernarda;Hurtado;Sequeira;M;U;10/10/1980
202640271;Licet;Palacios;Zarate;F;C;07/06/2012
506430219;Fernanda;Quesada;LÃ³pez;M;C;03/11/1981
604750278;Gabriela;White;Barahona;F;D;05/04/1985
707000139;JosÃ©;Peraza;Conejo;F;D;11/10/2007
309150209;Beatriz;Valdez;Ojeda;F;C;19/03/1992
706540311;Olga;Barahona;AcÃ³n;F;S;30/08/1972
101460240;Rosa;ChÃ¡ves;Molinares;M;S;03/11/1980
409390187;Graciela;SaborÃ­o;GarcÃ­a;M;V;19/09/2007
205940614;Mauricio;Salas;SaborÃ­o;M;V;26/09/2013
206440130;Odir;Jerez;Tijerino;F;C;05/12/1966
503700034;Katia;Campos;Escalante;F;S;04/05/1992
505830117;Gabriel;Ward;Fournier;F;C;10/01/2018
208130429;Yuri;Mena;Almengor;F;C;04/12/2001
403860745;Miguel;Murillo;Cordero;M;S;25/06/1992
708030053;Mauricio;Tenorio;Nicolas;F;U;05/02/1984
607960068;Fabiola;SÃ¡enz;Villagra;F;C;18/11/1965
607620285;IsaÃ­as;Watson;Fuentes;M;C;13/06/2001
301470215;Samuel;Solano;Wright;F;U;10/07/2010
105450305;Zoe;Rueda;AragÃ³n;M;S;20/08/1964
307820019;Braulio;Blandon;Sancho;F;C;31/06/1992
101090191;Roberto;Cambronero;Rodriguez;F;S;22/03/1980
600590056;Denis;NuÃ±ez;BolaÃ±os;M;C;20/09/1985
209300126;Cristal;Ugalde;Watson;M;C;27/12/1965
707120155;Leticia;Sibaja;Labrador;M;C;07/08/1986
507370688;Homero;Cernas;Brenes;M;V;02/05/1961
603030245;Deisi;SÃ¡enz;Rivera;M;U;08/01/2018
406510625;Alvaro;Walker;SaborÃ­o;F;U;29/07/2015
403180557;Estiven;Apuy;Watson;F;C;21/10/1961
604190355;Brenda;Bonilla;SÃ¡enz;F;D;15/05/1977
